id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Precio actual sin PSN,Precio original con PSN,Precio actual con PSN
221987,SPARTAN,2024-03-04T12:40:15.514605,PS4,"Acción, Acción",SINISTER CYCLOPS GAME STUDIOS LTD,22/8/2017,Inglés,3.67,146 calificaciones,48 %,12 %,17 %,4 %,18 %,"0,99 €","0,99 €","0,99 €","0,99 €"
235057,Spartan Fist,2024-03-04T12:40:16.920540,PS4,"Acción, Arcade, Juegos de rol",JANDUSOFT S.L.,27/2/2020,"Chino (Simplificado), Coreano, Inglés, Japonés",4.43,14 calificaciones,50 %,43 %,7 %,0 %,0 %,"14,99 €","14,99 €","14,99 €","14,99 €"
10007992,Spectrolite,2024-03-04T12:40:18.426057,PS5,Conducción/Carreras,Dolores Entertainment S.L.,14/9/2023,"Español, Francés (Francia), Inglés, Italiano, Portugués (Portugal)",4,6 calificaciones,50 %,17 %,17 %,17 %,0 %,"13,99 €","13,99 €","13,99 €","13,99 €"
228438,Spectrum,2024-03-04T12:40:19.878867,PS4,"Aventura, Puzzle",DIGERATI DISTRIBUTION,22/8/2018,Inglés,3.58,12 calificaciones,33 %,25 %,17 %,17 %,8 %,"11,99 €","11,99 €","11,99 €","11,99 €"
10001200,Speed 3: Grand Prix,2024-03-04T12:40:21.374932,PS4,"Arcade, Conducción/Carreras",LION CASTLE,9/11/2020,"Alemán, Español, Francés (Francia), Inglés, Italiano, Portugués (Brasil), Ruso",2.92,71 calificaciones,28 %,18 %,10 %,4 %,39 %,"12,99 €","12,99 €","12,99 €","12,99 €"
10008470,Speed Crew,2024-03-04T12:40:22.791669,"PS4, PS5","Arcade, Grupo, Estrategia",Wild Fields Ltd.,31/1/2024,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil), Portugués (Portugal), Ucraniano",4.6,15 calificaciones,73 %,13 %,13 %,0 %,0 %,"19,99 €","19,99 €","19,99 €","19,99 €"
10005712,Speedgunner Ultra,2024-03-04T12:40:24.432253,PS4,Aventura,ESDigital Games LTD,28/11/2022,"Inglés, Ruso",4.33,9 calificaciones,78 %,0 %,11 %,0 %,11 %,"4,99 €","4,99 €","4,99 €","4,99 €"
10006349,Speed Journey: Nitro,2024-03-04T12:40:25.899635,PS5,Aventura,Klovako s. r. o.,16/10/2022,Inglés,4.15,20 calificaciones,75 %,5 %,0 %,0 %,20 %,"2,99 €","2,99 €","2,99 €","2,99 €"
10002012,Speed Limit,2024-03-04T12:40:28.878290,PS4,"Arcade, Acción, Acción",Gamechuck d.o.o.,15/2/2021,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil), Ruso",3.96,75 calificaciones,61 %,11 %,7 %,5 %,16 %,"9,99 €","9,99 €","9,99 €","9,99 €"
10006908,Speed or Death,2024-03-04T12:40:30.827697,PS5,Conducción/Carreras,Dolores Entertainment S.L.,15/6/2023,Inglés,3,12 calificaciones,25 %,17 %,17 %,17 %,25 %,"7,99 €","7,99 €","7,99 €","7,99 €"
10004570,Speed Truck Racing,2024-03-04T12:40:32.452060,"PS4, PS5",Conducción/Carreras,"SUPER POWERUP GAMES, SOCIEDAD LIMITADA",3/3/2022,Inglés,2.9,20 calificaciones,40 %,5 %,5 %,5 %,45 %,"7,99 €","7,99 €","7,99 €","7,99 €"
10009369,Speedway Bundle Stock & Truck,2024-03-04T12:40:34.153627,"PS4, PS5",Conducción/Carreras,"SUPER POWERUP GAMES, SOCIEDAD LIMITADA",4/1/2024,"Español, Inglés, Japonés",2.71,7 calificaciones,29 %,0 %,14 %,29 %,29 %,"14,99 €","14,99 €","14,99 €","14,99 €"
10008526,SpellForce: Conquest of Eo,2024-03-04T12:40:35.666919,PS5,Estrategia,THQ NORDIC GMBH,7/11/2023,"Alemán, Chino (Simplificado), Chino (Tradicional), Inglés",3.88,50 calificaciones,50 %,20 %,12 %,4 %,14 %,"29,99 €","29,99 €","29,99 €","29,99 €"
221984,Spellspire,2024-03-04T12:40:37.892009,PS4,Juegos de rol,10Tons Ltd.,24/5/2017,Inglés,4.11,73 calificaciones,52 %,23 %,12 %,8 %,4 %,"9,99 €","9,99 €","9,99 €","9,99 €"
10005788,Spells & Secrets,2024-03-04T12:40:40.250268,PS5,Aventura,MERGE GAMES,9/11/2023,"Alemán, Español, Francés (Francia), Inglés, Italiano, Japonés",3.16,31 calificaciones,26 %,23 %,19 %,6 %,26 %,"29,99 €","29,99 €","29,99 €","29,99 €"
10002043,Spelunker HD Deluxe,2024-03-04T12:40:43.162119,PS4,Acción,ININ,5/8/2021,"Alemán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés",4.21,58 calificaciones,72 %,7 %,2 %,7 %,12 %,"24,99 €","24,99 €","24,99 €","24,99 €"
10007507,SpelunKing: The Mine Match,2024-03-04T12:40:44.598241,PS5,Casual,OCEAN MEDIA LLC,12/4/2023,Inglés,4.25,8 calificaciones,75 %,0 %,13 %,0 %,13 %,"11,99 €","11,99 €","11,99 €","11,99 €"
10001266,Spelunky 2,2024-03-04T12:40:46.106565,PS4,Acción,Mossmouth LLC,14/9/2020,"Alemán, Catalán, Chino (Simplificado), Chino (Tradicional), Coreano, Español, Español (México), Francés (Francia), Inglés, Italiano, Japonés, Portugués (Brasil), Ruso",4.48,1.810 calificaciones,80 %,7 %,3 %,3 %,8 %,"19,99 €","19,99 €","19,99 €","19,99 €"
